,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
68,DD201708167493477487204490326,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-07-02 12:24:00,B,已出货未退款,已提现,非饮料,饼干糕点
69,DD201708167493457679743953407,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-07-05 19:59:00,B,已出货未退款,已提现,非饮料,饼干糕点
74,DD201708167493297799869924106,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-08-07 16:31:00,B,已出货未退款,已提现,非饮料,饼干糕点
77,DD201708167493394287557281033,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-08-13 17:23:00,B,已出货未退款,已提现,非饮料,饼干糕点
90,DD201708167493234824222133982,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-09-09 15:28:00,B,已出货未退款,已提现,非饮料,饼干糕点
93,DD201708167493195793170344097,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-09-11 08:21:00,B,已出货未退款,已提现,非饮料,饼干糕点
94,DD201708167493210357068368123,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-09-11 21:54:00,B,已出货未退款,已提现,非饮料,饼干糕点
103,DD201708167493386261237408765,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-10-01 07:56:00,B,已出货未退款,已提现,非饮料,饼干糕点
109,DD201708167493429007057697128,E43A6E078A04134,9.0,9.0,68g好丽友巧克力派2枚,2017-10-07 12:15:00,B,已出货未退款,已提现,非饮料,饼干糕点
113,DD201708167493481977429262941,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-10-13 12:37:00,B,已出货未退款,已提现,非饮料,饼干糕点
117,DD201708167493510558291195179,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-10-16 01:58:00,B,已出货未退款,已提现,非饮料,饼干糕点
118,DD20170816749351933552486228,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-10-17 07:48:00,B,已出货未退款,已提现,非饮料,饼干糕点
119,DD201708167493522835267153581,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-10-17 15:47:00,B,已出货未退款,已提现,非饮料,饼干糕点
121,DD201708167493551089641785377,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-10-20 08:01:00,B,已出货未退款,已提现,非饮料,饼干糕点
122,DD201708167493476937707469079,E43A6E078A04134,4.0,4.0,68g好丽友巧克力派2枚,2017-10-20 12:35:00,B,已出货未退款,已提现,非饮料,饼干糕点
123,DD201708167493553279885664925,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-10-20 13:12:00,B,已出货未退款,已提现,非饮料,饼干糕点
126,DD201708167493884500028212997,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-10-21 20:58:00,B,已出货未退款,已提现,非饮料,饼干糕点
127,DD201708167493235067210169085,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-10-25 20:35:00,B,已出货未退款,已提现,非饮料,饼干糕点
128,DD201708167493608645884383037,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-10-26 07:23:00,B,已出货未退款,已提现,非饮料,饼干糕点
138,DD201708167493756471551432617,E43A6E078A04134,4.0,4.0,68g好丽友巧克力派2枚,2017-11-02 00:49:00,B,已出货未退款,已提现,非饮料,饼干糕点
167,DD201708167493637287018313556,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-12-16 15:59:00,B,已出货未退款,已提现,非饮料,饼干糕点
169,DD201708167493657238116045652,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017-12-21 09:00:00,B,已出货未退款,已提现,非饮料,饼干糕点
177,DD20170816749300220148273130327,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-01-03 01:52:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
186,DD201708167493876283034346817,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-01-09 21:36:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
189,DD201708167493533437252464981,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-01-10 04:34:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
190,DD20170816749388844805776739,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-01-10 13:49:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
204,DD201708167493664983867299703,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-01-30 16:39:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
206,DD201708167493189717099214307,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-01-30 23:02:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
207,DD201708167493560379883875348,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-02-08 16:09:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
208,DD201708167493764078070036112,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-03-28 23:58:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
213,DD201708167493707094082060796,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-03-31 04:21:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
215,DD201708167493718163248374875,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-03-31 16:38:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
220,DD201708167493755824737791589,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-04-01 14:29:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
221,DD201708167493671444092028788,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-04-01 14:53:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
222,DD201708167493755979147158462,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-04-01 15:01:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
223,DD201708167493757423285498357,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-04-01 17:10:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
228,DD201708167493899207059499747,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-04-11 16:54:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
230,DD2017081674930113275162696229,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-04-13 01:20:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
232,DD2017081674930142875324011366,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-04-14 16:37:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
233,DD201708167493014365889918163,E43A6E078A04134,4.5,4.5,40g双汇玉米热狗肠,2017-04-14 16:43:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
234,DD2017081674930147230404009816,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-04-14 21:53:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
244,DD2017081674930223737420235347,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-04-18 00:11:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
245,DD2017081674930229751100977188,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-04-18 06:09:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
246,DD2017081674930246700809370142,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-04-18 20:13:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
259,DD2017081674930404483717615536,E43A6E078A04134,4.5,4.5,40g双汇玉米热狗肠,2017-04-23 23:39:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
271,DD201708167493057738154158049,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-04-30 11:35:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
275,DD201708167493819097279825715,E43A6E078A04134,4.5,4.5,40g双汇玉米热狗肠,2017-05-01 16:10:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
277,DD201708167493812835275967847,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-02 10:38:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
280,DD2017081674930673629451507381,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-03 07:55:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
282,DD2017081674930709091159113119,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-05-04 15:56:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
292,DD2017081674930826310439609183,E43A6E078A04134,6.0,6.0,40g双汇玉米热狗肠,2017-05-08 07:55:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
298,DD2017081674930892863022299714,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-05-10 07:52:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
304,DD2017081674930916647783167884,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-10 20:05:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
307,DD2017081674930951566638009676,E43A6E078A04134,4.5,4.5,40g双汇玉米热狗肠,2017-05-11 23:38:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
312,DD201708167493101284988634051,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-13 21:44:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
316,DD201708167493102951140729013,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-05-14 16:15:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
319,DD201708167493763403478904836,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-15 11:28:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
330,DD201708167493748700183452925,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-18 11:56:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
334,DD201708167493115892564530709,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-19 07:51:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
337,DD201708167493365498794836116,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-19 16:43:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
339,DD201708167493119429527318857,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-19 20:29:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
342,DD20170816749312141339871392,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-20 00:10:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
348,DD20170816749312592430662626,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-21 07:45:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
349,DD201708167493126280664280361,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-05-21 09:49:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
351,DD201708167493130525279246294,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-21 22:43:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
356,DD2017081674931359064606783,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-22 23:02:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
358,DD20170816749337241243078393,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-05-23 11:32:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
360,DD20170816749314022725593443,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-23 15:12:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
389,DD20170816749369151822428941,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-27 20:36:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
397,DD201708167493173553369345158,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-05-29 01:31:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
398,DD201708167493175136177514877,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-05-29 10:02:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
413,DD201708167493191727180712852,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-01 07:12:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
417,DD201708167493486100777007593,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-01 20:41:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
426,DD201708167493545164506282215,E43A6E078A04134,4.5,4.5,40g双汇玉米热狗肠,2017-06-03 12:36:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
427,DD201708167493571779261503274,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-03 18:37:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
432,DD201708167493310092802422665,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-04 12:14:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
437,DD201708167493332255440673715,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-04 15:07:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
439,DD201708167493347760520421442,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-04 17:49:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
444,DD201708167493221785875985685,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-05 08:06:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
446,DD201708167493355049270654307,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-05 17:35:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
447,DD201708167493225556314347014,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-05 20:08:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
453,DD201708167493231283516965647,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-07 01:07:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
454,DD20170816749323172907777012,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-07 03:07:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
456,DD201708167493434238353601723,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-07 07:55:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
461,DD201708167493457042996638496,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-07 12:29:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
464,DD201708167493236094925380363,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-07 18:26:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
467,DD201708167493482780857391775,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-07 21:52:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
471,DD201708167493769497209872945,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-08 13:33:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
475,DD201708167493775898569434128,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-09 07:41:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
503,DD201708167493899175424539153,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-11 12:14:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
504,DD201708167493261253300715547,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-11 12:47:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
526,DD201708167493506355557840588,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-12 15:21:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
531,DD20170816749390415374251113,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-12 20:19:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
532,DD201708167493271851326616442,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-12 21:41:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
544,DD20170816749390730825743691,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-13 11:06:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
551,DD201708167493280238873648383,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-14 08:01:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
556,DD201708167493908040109922279,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-14 17:40:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
565,DD201708167493287673246553974,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-15 14:25:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
567,DD2017081674932886557416384,E43A6E078A04134,4.5,4.5,40g双汇玉米热狗肠,2017-06-15 17:41:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
568,DD201708167493288960432759377,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-15 18:25:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
578,DD201708167493913190072551627,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-16 15:34:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
581,DD201708167493296689531984367,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-16 19:20:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
583,DD201708167493560481923664426,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-16 22:15:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
587,DD201708167493641113230954024,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-18 02:33:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
589,DD201708167493559666445095737,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-18 16:03:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
596,DD201708167493313382137507643,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-19 15:55:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
598,DD201708167493313806536216527,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-19 17:38:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
604,DD201708167493326902267590737,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-21 13:25:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
605,DD201708167493499217179455063,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-22 16:28:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
606,DD201708167493411196359610701,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-22 17:45:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
607,DD201708167493411357827459953,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-22 17:52:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
608,DD201708167493338213091594739,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-23 09:26:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
612,DD20170816749349733526121747,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-24 15:22:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
616,DD201708167493351112666144171,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-25 12:22:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
621,DD201708167493355348771162459,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-26 08:41:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
624,DD201708167493547297976906407,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-26 22:52:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
631,DD201708167493368765826081276,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-06-28 16:52:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
635,DD201708167493371152715217374,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-28 23:34:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
637,DD201708167493372225088565288,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-29 07:42:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
643,DD201708167493382406462848381,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-06-30 14:58:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
652,DD201708167493488242450000611,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-07-01 12:17:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
654,DD201708167493483496998075662,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-07-01 17:00:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
657,DD201708167493471350169883535,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-07-04 12:14:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
661,DD201708167493450578636546014,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-07-08 17:27:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
662,DD20170816749345042674086587,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-07-11 09:06:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
665,DD201708167493448130211979231,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-07-19 15:05:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
674,DD20170816749300521011176818142,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-07-26 09:15:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
692,DD201708167493094209319759663,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-08-06 18:06:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
696,DD201708167493915568794604064,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-08-11 13:00:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
700,DD201708167493303968995499165,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-08-16 12:18:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
724,DD201708167493388293118561509,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-08-23 19:02:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
745,DD201708167493128366102378206,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-01 11:33:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
750,DD201708167493899519651818774,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-01 22:42:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
763,DD201708167493624832322072739,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-03 19:11:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
764,DD201708167493166859802326669,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-03 19:24:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
767,DD201708167493149278374133077,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017-09-04 00:59:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
768,DD201708167493622531185905212,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-04 11:22:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
784,DD201708167493667753197072493,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-10 22:21:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
800,DD201708167493209328086213394,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-14 15:21:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
805,DD201708167493740567358287398,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-16 09:00:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
822,DD201708167493198052460343931,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-21 14:36:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
824,DD20170816749366090210285109,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-21 17:13:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
826,DD201708167493162670990790753,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-21 20:35:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
828,DD2017081674930487366889632217,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-22 09:09:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
851,DD201708167493155676079583918,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017-09-26 11:57:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
